class,number,section,time,room,prof,enrollment
 PHYS 321 - Advanced Mechanics ,4664,"001-LEC
Regular","Tu 12:30PM - 1:30PM
Th 11:30AM - 12:30PM
Fr 1:30PM - 2:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Lake,Kayll W
Lake,Kayll W
Lake,Kayll W",35
 POLS 110B - Introduction to Politics and Government ,4738,"008-TUT
Regular",Th 11:30AM - 12:30PM,MACINTOSH-CORRY RM C508,Staff,21
 POLS 317 - Charter Politics ,5186,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Hiebert,Janet
Hiebert,Janet",59
 POLS 385 - Quantitative Approaches to Political Studies ,5200,"008-TUT
Regular",Th 11:30AM - 12:30PM,JEFFERY RM157,Staff,22
 POLS 405 - International Relations: Questions & Challenges ,5205,"001-SEM
Regular",Th 11:30AM - 2:30PM,MACINTOSH-CORRY RM D405,"Grant,Andrew J",18
 POLS 880 - Gender and Politics ,5775,"001-SEM
Regular",Th 11:30AM - 2:30PM,MACINTOSH-CORRY RM B313,"Little,Margaret J H",9
 POLS 980 - Field Course Gender & Politics ,5776,"001-SEM
Regular",Th 11:30AM - 2:30PM,MACINTOSH-CORRY RM B313,"Little,Margaret J H",9
 PSYC 100B - Principles of Psychology ,3410,"033-LAB
Regular",Th 11:30AM - 12:30PM,HUMPHREY RM131,Staff,30
 PSYC 100B - Principles of Psychology ,3439,"062-LAB
Regular",Th 11:30AM - 12:30PM,HUMPHREY RM132,Staff,25
 PSYC 203 - Research Methods in Psychology ,3358,"002-LAB
Regular",Th 11:30AM - 1:00PM,HUMPHREY RM219,Staff,24
 PSYC 221 - Cognitive Psychology ,5305,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","ELLIS AUD
ELLIS AUD","Castelhano,Monica
Castelhano,Monica",239
 RELS 202 - Traditions in Religious Studies ,1015,"001-LEC
Regular",Th 11:30AM - 2:30PM,BIOSCI RM1120,"Byrne,Christopher Ryan",45
 SOCY 122B - Introduction to Sociology ,1158,"004-TUT
Regular",Th 11:30AM - 12:30PM,KINGSTON RM209,Staff,22
 SOCY 931 - New Media Cultures ,1235,"001-LEC
Regular",Th 11:30AM - 2:30PM,TBA,"Hand,Martin J",10
 SPAN 206 - Spanish Conversation and Culture ,4308,"001-LEC
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","KINGSTON RM104
KINGSTON RM104","Lizano,Max Antonio
Lizano,Max Antonio",17
 SPAN 352 - Panorama literario latinoaméricano II ,4311,"001-SEM
Regular","Tu 1:00PM - 2:30PM
Th 11:30AM - 1:00PM","KINGSTON RM304
KINGSTON RM304","Chamberlain,Daniel Frank
Chamberlain,Daniel Frank",9
 SURP 853 - Environmental Services ,6036,"001-LEC
Regular",Th 11:30AM - 2:30PM,TBA,"Meligrana,John F",16
 EDUC 815 - Learning As Transformation ,3223,"001-LEC
Regular","Th 12:00PM - 3:00PM
Th 12:00PM - 3:00PM","DUNCAN MCARTHUR RM A301N
DUNCAN MCARTHUR RM A301S","Sharkawy,Azza
Sharkawy,Azza",12
 ANAT 101 - Introductory Human Anatomy ,1061,"003-LAB
Regular",Th 12:30PM - 2:30PM,MEDS RM302 - Anatomy,"Oko,Richard J",70
 APSC 112 - Electricity And Magnetism ,3975,"209-TUT
Regular",Th 12:30PM - 1:30PM,BOTTER RM B147,Staff,41
 APSC 132 - Chemistry and its Applications ,3853,"205-TUT
Regular",Th 12:30PM - 1:30PM,JEFFERY RM101,Staff,56
 ARTC 804 - Scienc. Meth. For Conservator ,6169,"002-LAB
Regular",MoTuWeTh 12:30PM - 4:30PM,TBA,"Murray,Alison",12
 ARTC 853 - Artifact Consv. Practice III ,6170,"001-SEM
Regular",MoTuWeTh 12:30PM - 4:30PM,TBA,"Anastassiades,Amandina",7
 ARTC 862 - Paintings Consv. Practice II ,6171,"001-LAB
Regular",MoTuWeTh 12:30PM - 4:30PM,TBA,"O'Malley,Michael",4
 ARTC 864 - Paintings Consv. Practice IV ,6172,"001-LAB
Regular",MoTuWeTh 12:30PM - 4:30PM,TBA,"O'Malley,Michael",3
 ARTC 872 - Paper Obj. Consv. Practice II ,6173,"001-SEM
Regular",MoTuWeTh 12:30PM - 4:30PM,TBA,"Hill,Rosaleen",7
 BCHM 310B - General Biochemistry ,1091,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Jones,Glenville
Jones,Glenville
Jones,Glenville",179
 BCHM 316 - Metabolism ,1095,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","ETHERINGTON AUD
ETHERINGTON AUD
ETHERINGTON AUD","Jones,Glenville
Jones,Glenville
Jones,Glenville",179
 BIOL 341 - Plant Physiology ,1326,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","MACDONALD RM1
DUNNING RM12
MACDONALD RM1","Ko,Kenton,
Plaxton,William Charles
Ko,Kenton,
Plaxton,William Charles
Ko,Kenton,
Plaxton,William Charles",76
 BIOL 532 - Selected Topics in Biology I ,1421,"001-LSM
Regular",Th 12:30PM - 3:30PM,BIOSCI RM3112,"Babak,Tomas",0
 BMED 813 - Advances in Neuropharmacology ,6086,"001-SEM
Regular",Th 12:30PM - 3:30PM,BOTTER RM B148,"Reynolds,James N",13
 CHEE 222 - Process Dynamics & Num Methods ,2276,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Li,Xiang
Li,Xiang
Li,Xiang",126
 CHEE 371 - Mitigation of Industrial Pollution ,2319,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","STIRLING RM A
MACDONALD RM1
STIRLING RM C","Meunier,Louise
Meunier,Louise
Meunier,Louise",134
 CHEE 405B - Biochem/Biomed Research Projec ,2289,"001-IND
Regular",TuTh 12:30PM - 2:30PM,STIRLING RM401,"Poirier,David",16
 CHEE 406B - Bioenvironmental Research Proj ,2290,"001-IND
Regular",TuTh 12:30PM - 2:30PM,STIRLING RM401,"Poirier,David",16
 CHEE 408B - Bioengineering Research Project ,2322,"001-IND
Regular","Th 12:30PM - 2:30PM
Tu 12:30PM - 2:30PM","STIRLING RM401
STIRLING RM401","Poirier,David
Poirier,David",16
 CHEE 421B - Research Project ,2323,"001-IND
Regular","Th 12:30PM - 2:30PM
Tu 12:30PM - 2:30PM","STIRLING RM401
STIRLING RM401","Poirier,David
Poirier,David",16
 CHEM 112B - General Chemistry ,2647,"002-LEC
Regular","Mo 11:30AM - 12:30PM
Th 12:30PM - 1:30PM
Mo 11:30AM - 12:30PM
Th 12:30PM - 1:30PM
Mo 11:30AM - 12:30PM
Th 12:30PM - 1:30PM","DUNNING AUD
DUNNING AUD
DUNNING AUD
DUNNING AUD
DUNNING AUD
DUNNING AUD","Wang,Suning
Wang,Suning
Cann,Natalie
Cann,Natalie
Stamplecoskie,Kevin
Stamplecoskie,Kevin",382
" CHEM 221 - Material, Solutions, Interfaces ",2677,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","CHERNOFF RM117
CHERNOFF RM117
CHERNOFF RM117","Jerkiewicz,Gregory
Jerkiewicz,Gregory
Jerkiewicz,Gregory",85
 CISC 102 - Discrete Mathematics for Computing l ,3526,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","MILLER RM201
MILLER RM201
MILLER RM201","Rappaport,David H
Rappaport,David H
Rappaport,David H",112
" CISC 497 - Social, Ethical and Legal Issues in Computing ",4252,"001-SEM
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","ELLIS RM321
ELLIS RM321
BOTTER RM B139","Powley,Wendy L
Powley,Wendy L
Powley,Wendy L",81
 COGS 300 - Programming Cognitive Models ,4261,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","JEFFERY RM102
JEFFERY RM102
JEFFERY RM102","Zulkernine,Farhana
Zulkernine,Farhana
Zulkernine,Farhana",6
 ELEC 280 - Fund. Of Electromagnetics ,4952,"002-TUT
Regular",Th 12:30PM - 1:30PM,MCLAUGHLIN RM315,"Eren,Suzan Zeynep",111
 ELEC 280 - Fund. Of Electromagnetics ,4953,"003-TUT
Regular",Th 12:30PM - 1:30PM,DUNNING RM14,"Eren,Suzan Zeynep",62
 ENPH 336 - Solid State Devices ,4702,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","STIRLING RM B
STIRLING RM B
STIRLING RM B","Stotz,James
Stotz,James
Stotz,James",73
 GEOE 359 - Applied Quantitative Analysis in Geological Engineering ,5047,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 12:30PM - 1:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Fotopoulos,Georgia
Fotopoulos,Georgia
Fotopoulos,Georgia",34
 GEOE 462 - Advanced Petrogenesis and Metallogenesis ,4122,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","MILLER RM105
MILLER RM105
MILLER RM105","Olivo,Gema Ribeiro
Olivo,Gema Ribeiro
Olivo,Gema Ribeiro",10
 GEOL 359 - Applications of Quantitative Analysis in Geological Sciences ,5064,"001-LEC
Regular","Mo 3:30PM - 4:30PM
We 2:30PM - 3:30PM
Th 12:30PM - 1:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Fotopoulos,Georgia
Fotopoulos,Georgia
Fotopoulos,Georgia",34
 GEOL 462 - Advanced Petrogenesis and Metallogenesis ,4077,"001-LSM
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","MILLER RM105
MILLER RM105
MILLER RM105","Olivo,Gema Ribeiro
Olivo,Gema Ribeiro
Olivo,Gema Ribeiro",10
 GPHY 102 - Earth System Science ,2879,"002-TUT
Regular",Th 12:30PM - 1:30PM,MACINTOSH-CORRY RM E104,"Danby,Ryan,
Lamoureux,Scott",28
 KNPE 331 - Care and Prevention of Athletic Injuries ,4178,"003-LAB
Regular","Th 12:30PM - 2:30PM
Th 12:30PM - 2:30PM","KINES & HLTH RM202
KINES & HLTH RM203","Ross,David M
Ross,David M",28
 KNPE 365 - Physical Activity and Health Behaviour Counseling ,4188,"005-LAB
Regular",Th 12:30PM - 2:30PM,KINES & HLTH RM106,Staff,18
 KNPE 429 - Cardiovascular and Respiratory Control in Exercise ,5059,"002-TUT
Regular",Th 12:30PM - 1:30PM,KINES & HLTH RM103,"Tschakovsky,Michael E",14
 MATH 421 - Fourier Series ,5138,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","JEFFERY RM116
JEFFERY RM116
JEFFERY RM116","Mingo,James A
Mingo,James A
Mingo,James A",13
 MATH 872 - Control Of Stochastic Systems ,5663,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Yuksel,Serdar
Yuksel,Serdar
Yuksel,Serdar",24
 MECH 341 - Fluid Mechanics II ,4448,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Birk,Albrecht Michael
Birk,Albrecht Michael
Birk,Albrecht Michael",190
 MICR 221 - Basic Microbiology ,1074,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Carstens,Eric B,
Jarrell,Kenneth F J,
Majury,Anna Louise S,
Martin,Nancy L
Carstens,Eric B,
Jarrell,Kenneth F J,
Majury,Anna Louise S,
Martin,Nancy L
Carstens,Eric B,
Jarrell,Kenneth F J,
Majury,Anna Louise S,
Martin,Nancy L",416
 MINE 244 - Underground Mining ,5239,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","GOODWIN RM247
GOODWIN RM247
GOODWIN RM247","De Souza,Euler Magno
De Souza,Euler Magno
De Souza,Euler Magno",25
 MINE 326 - Operations Research ,5247,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","DUNNING RM27
DUNNING RM27
DUNNING RM27","Katsabanis,Panagiotis D
Katsabanis,Panagiotis D
Katsabanis,Panagiotis D",34
 MTHE 472 - Control Of Stochastic Systems ,4394,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Yuksel,Serdar
Yuksel,Serdar
Yuksel,Serdar",24
 MUSC 203 - Romantic and Twentieth-Century Music ,4527,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Tormann,Cynthia
Tormann,Cynthia
Tormann,Cynthia",33
 NSCI 813 - Advances in Neuropharmacology ,6085,"001-SEM
Regular",Th 12:30PM - 3:30PM,BOTTER RM B148,"Reynolds,James N",13
 NURS 324 - Nur Prin & Applic Of Nur Rsch ,4606,"001-LEC
Regular","Mo 3:30PM - 4:30PM
Th 12:30PM - 2:30PM","STIRLING RM C
ELLIS RM321","Godfrey,Christina Maria
Godfrey,Christina Maria",121
 NURS 370 - Family Ctrd Maternal Child Nur ,4610,"001-LEC
Regular","Th 9:30AM - 11:30AM
Th 12:30PM - 2:30PM
Fr 9:30AM - 11:30AM","BIOSCI RM1102
BIOSCI RM1102
BIOSCI RM1102","Gedcke-Kerr,Laurie M
Jewell,Susan
Jewell,Susan",90
 POLS 110B - Introduction to Politics and Government ,4742,"012-TUT
Regular",Th 12:30PM - 1:30PM,MACINTOSH-CORRY RM C508,Staff,21
 PSYC 100B - Principles of Psychology ,3436,"059-LAB
Regular",Th 12:30PM - 1:30PM,HUMPHREY RM132,Staff,25
 STAT 269 - Statistics and Probability II ,4430,"001-LEC
Regular","Mo 11:30AM - 12:30PM
Tu 1:30PM - 2:30PM
Th 12:30PM - 1:30PM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Jiang,Wenyu
Jiang,Wenyu
Jiang,Wenyu",108
 APSC 142 - Intro Computer Program Engrs ,3823,"207-STD
Regular",Th 1:00PM - 2:30PM,BEAMISH-MUNRO RM213,Staff,71
 APSC 142 - Intro Computer Program Engrs ,3908,"217-STD
Regular",Th 1:00PM - 2:30PM,BEAMISH-MUNRO RM213,Staff,71
 ARAB 100B - Introductory Arabic (Modern Standard) ,4227,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","KINGSTON RM200
KINGSTON RM200","Mahmoud,Amal
Mahmoud,Amal",29
 ARTH 375 - Early Netherlandish Painting ,1262,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","MACDONALD RM2
MACDONALD RM2","Spronk,Ronald
Spronk,Ronald",37
 CLST 203 - Myth and Religion ,1789,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","ELLIS AUD
ELLIS AUD","Ward,Graeme
Ward,Graeme",243
 CLST 351 - Digital Photogrammetry ,5603,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","ELLIS RM333
ELLIS RM333","Bevan,George
Bevan,George",19
 COMM 105 - Business Communications ,3702,"006-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM151
GOODES RM151","Coulter,Christine
Coulter,Christine",81
 COMM 122 - Finance II ,3617,"002-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM153
GOODES RM153","Dudley,Evan
Dudley,Evan",82
 COMM 122 - Finance II ,3676,"006-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM141
GOODES RM141","Sonmez,Fatma
Sonmez,Fatma",85
 COMM 162 - Managerial Statistics ,3631,"002-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM118
GOODES RM118","Levina,Tatsiana
Levina,Tatsiana",80
 COMM 318 - Accounting Theory ,3647,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM 101
GOODES RM 101","Hussan,Sameera
Hussan,Sameera",52
 COMM 322 - Advanced Corporate Finance ,4698,"002-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM 305
GOODES RM 305","Chaigneau,Pierre
Chaigneau,Pierre",49
 COMM 335 - Marketing Communications ,3672,"002-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM 103
GOODES RM 103","Libitz,Gregory
Libitz,Gregory",35
 COMM 336 - Consumer Behaviour ,3707,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM304
GOODES RM304","Mitchell,Alexander Ian
Mitchell,Alexander Ian",56
 COMM 374 - international Business Strategy ,3696,"002-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","GOODES RM102
GOODES RM102","Bartholomew,Susan
Bartholomew,Susan",55
 DRAM 100B - Introduction to the Theatre ,2358,"006-LAB
Regular",Th 1:00PM - 2:30PM,THEOLOGICAL AUD,Staff,15
 DRAM 100B - Introduction to the Theatre ,2397,"013-LAB
Regular",Th 1:00PM - 2:30PM,THEOLOGICAL RM106,Staff,15
 DRAM 241 - Design and Theatre ,2383,"001-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","THEOLOGICAL RM102
THEOLOGICAL RM102","Fort,Tim W
Fort,Tim W",21
 DRAM 501B - Directed Special Studies ,2377,"001-IND
Regular",Th 1:00PM - 2:30PM,THEOLOGICAL RM118,"Lazarus,John S",3
 ECON 482 - Seminar In Microeconomics III ,1984,"001-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","TBA
TBA","Garvie,Devon Anne
Garvie,Devon Anne",14
 ECON 491 - Seminar In Macroeconomics II ,1959,"001-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","TBA
TBA","Kennedy,Michael
Kennedy,Michael",15
 ECON 848 - Economic Analysis Of The Law ,5784,"001-LEC
Regular","Mo 10:00AM - 11:30AM
Th 1:00PM - 2:30PM","TBA
KINGSTON RM209","Ware,Roger
Ware,Roger",6
 ENGL 290 - Seminar in Literature Interpretation ,2019,"002-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","BIOSCI RM2111
BIOSCI RM2111","Jones,Mark Conrad
Jones,Mark Conrad",25
 ENGL 292B - Introduction to Literary Criticism and Theory ,2021,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","KINES & HLTH RM101
KINES & HLTH RM101","Berg,Maggie Anne
Berg,Maggie Anne",58
 ENGL 389B - Context North America ,2029,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","NICOL RM321
NICOL RM321","Fachinger,Petra
Fachinger,Petra",46
 ENGL 466 - Topics in Modern/Contemporary Canadian Literature I ,2039,"002-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Mo 11:30AM - 1:00PM","GOODWIN RM254
GOODWIN RM254
HUMPHREY RM223
HUMPHREY RM223","Ware,Tracy
Ware,Tracy
Ware,Tracy
Ware,Tracy",19
" FILM 110B - Film, Culture and Communication ",2088,"008-TUT
Regular",Th 1:00PM - 2:30PM,ELLIS RM218,Staff,23
" FILM 110B - Film, Culture and Communication ",2091,"009-TUT
Regular",Th 1:00PM - 2:30PM,KINGSTON RM204,Staff,26
" FILM 110B - Film, Culture and Communication ",2094,"010-TUT
Regular",Th 1:00PM - 2:30PM,JEFFERY RM110,Staff,23
" FILM 110B - Film, Culture and Communication ",2097,"011-TUT
Regular",Th 1:00PM - 2:30PM,KINGSTON RM205,Staff,25
 FILM 250B - Fundamentals of Media Production ,2338,"006-LAB
Regular","Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM","IBCPA RM118
IBCPA RM336","Mackey,Clarke W
Mackey,Clarke W",15
 FREN 219 - Communication et Culture IV ,2495,"001-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM
We 10:00AM - 11:30AM","KINGSTON RM304
KINGSTON RM304
KINGSTON RM205","Hoegy,Florine Marie-Laure
Hoegy,Florine Marie-Laure
Hoegy,Florine Marie-Laure",24
 FREN 320 - Communication et culture V ,2497,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM
We 10:00AM - 11:30AM","KINGSTON RM208
KINGSTON RM208
KINGSTON RM308","Fiore,Francesca
Fiore,Francesca
Fiore,Francesca",29
 GNDS 335 - Science Fiction and Fantasy ,2641,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","MCLAUGHLIN RM306
MCLAUGHLIN RM306","Tolmie,Jane
Tolmie,Jane",37
 GPHY 240 - Introduction to Qualitative Methods in Geography ,2864,"003-PRA
Regular",Th 1:00PM - 2:30PM,THEOLOGICAL RM209,"Castleden,Heather",24
 GPHY 338 - Urban Political Geography ,5545,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","BOTTER RM B143
BOTTER RM B143","Viswanathan,Leela
Viswanathan,Leela",75
 HEBR 301 - Topics in Hebrew ,5093,"001-IND
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","DUNNING RM10
DUNNING RM10","Haklai,Na'ama
Haklai,Na'ama",9
 HIST 215 - Sport and the Spectacle of Violence from Antiquity to the Renaissance ,2905,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","DUPUIS AUD
DUPUIS AUD","D'Elia,Anthony Francis
D'Elia,Anthony Francis",195
 HIST 274 - Cultural History of Modern France ,2770,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","KINGSTON RM201
KINGSTON RM201","Mah,Harold Everett
Mah,Harold Everett",86
 KNPE 227 - Exercise Physiology ,4175,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","WALTER LIGHT RM205
WALTER LIGHT RM205","Pyke,Kyra Ellen
Pyke,Kyra Ellen",176
 LAW 191B - Torts ,1531,"001-SEM
Law","Tu 1:00PM - 2:30PM
Th 1:00PM - 2:30PM","MACDONALD RM300
MACDONALD RM400","Peppin,Patricia Jane
Peppin,Patricia Jane",25
 LING 320 - Phonology ,4273,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","NICOL RM232
NICOL RM232","Chociej,Joanna
Chociej,Joanna",21
 MGMT 890 - Econometric Methods ,6007,"001-SEM
Regular",Th 1:00PM - 4:00PM,TBA,"Ivus,Olena",4
 MGMT 949 - Research Development II ,5997,"001-LEC
Regular",Th 1:00PM - 4:00PM,TBA,"Dacin,Peter,
Handelman,Jay",6
 MGMT 990 - Econometrics Methods ,6025,"001-SEM
Regular",Th 1:00PM - 4:00PM,TBA,"Ivus,Olena",2
 MUSC 333 - Dalcroze Kodaly and Orff ,5117,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","HARRISON-LECAINE RM120
HARRISON-LECAINE RM120","Walker,Margaret
Walker,Margaret",11
 OT 862 - Applied Community Development (CR6) ,5012,"002-FLD
Regular","Th 1:00PM - 4:30PM
Fr 8:30AM - 2:30PM
Mo 8:30AM - 4:30PM
TuWe 8:30AM - 4:30PM
Th 8:30AM - 4:30PM
Fr 8:30AM - 4:30PM","TBA
TBA
TBA
TBA
TBA
TBA","Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele
Edgelow,Megan Michele",73
 PHIL 329 - Early Modern Philosophy ,5229,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","DUNNING RM11
DUNNING RM11","Miller,Jon A
Miller,Jon A",57
 POLS 383 - Law and the Governmental Process ,4812,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","CHERNOFF RM211
CHERNOFF RM211","Farrelly,Colin
Farrelly,Colin",60
 PSYC 203 - Research Methods in Psychology ,3363,"007-LAB
Regular",Th 1:00PM - 2:30PM,HUMPHREY RM219,Staff,26
 PSYC 215 - Sensation and Perception ,3471,"003-TUT
Regular","Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM","BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109","Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus",14
 PSYC 215 - Sensation and Perception ,3475,"007-TUT
Regular","Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM
Th 1:00PM - 2:30PM","BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109
BIOSCI RM2109","Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus
Troje,Nikolaus",13
 PSYC 352 - Cognitive and Language Development ,5288,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","BIOSCI RM1103
BIOSCI RM1103","Fitneva,Stanka Atanassova
Fitneva,Stanka Atanassova",77
 PSYC 802 - Introduction to Multivariate Analysis ,4958,"001-LLB
Regular","We 11:30AM - 1:00PM
Th 1:00PM - 2:30PM
Mo 1:00PM - 2:30PM","MACINTOSH-CORRY RM D211
MACINTOSH-CORRY RM D211
HUMPHREY RM219","Jacobson,Jill A
Jacobson,Jill A
Jacobson,Jill A",12
" SOCY 363 - Science, Technology and Society ",1230,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Mollers,Norma T
Mollers,Norma T",37
 SPAN 111 - Beginning Spanish I ,5119,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM","MACINTOSH-CORRY RM E230
MACINTOSH-CORRY RM E230","Kani,Consuelo
Kani,Consuelo",38
