class,number,section,time,room,prof,enrollment
 LAW 446 - Competition Law ,2311,"001-SEM
Law",Fr 11:30AM - 2:30PM,MACDONALD RM100,"Clarke,Ian",22
 LAW 468 - Copyright Law ,1460,"001-LEC
Law",Fr 11:30AM - 2:30PM,MACDONALD RM4,Staff,19
 LAW 511 - Corporate Taxation ,1574,"001-SEM
Law",Fr 11:30AM - 2:30PM,MACDONALD RM2,"Sorensen,Martin",16
 LAW 846 - Competition Law ,6278,"001-LEC
Law",Fr 11:30AM - 2:30PM,MACDONALD RM100,"Clarke,Ian",22
 MATH 272 - Applications of Numerical Methods ,4333,"002-TUT
Regular","Fr 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","JEFFERY RM155
JEFFERY RM157","Staff
Staff",76
 MATH 339 - Evolutionary Game Theory ,4375,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","STIRLING RM C
STIRLING RM C
STIRLING RM C","McEachern,Andrew
McEachern,Andrew
McEachern,Andrew",149
 MECH 476 - Eng Of Polymers And Composite ,4482,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","NICOL RM321
NICOL RM321
NICOL RM321","Krstic,Vladimir
Krstic,Vladimir
Krstic,Vladimir",18
 MECH 480 - Airplane Aerodynamics and Performance ,4475,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","MCLAUGHLIN RM306
MCLAUGHLIN RM306
MCLAUGHLIN RM306","Piomelli,Ugo
Piomelli,Ugo
Piomelli,Ugo",35
 MECH 495 - Ergonomics And Design ,4480,"004-LAB
Regular","Fr 11:30AM - 1:30PM
Fr 11:30AM - 1:30PM","BEAMISH-MUNRO RM313A
BEAMISH-MUNRO RM313B","Bryant,Timothy J,
Davies,Theresa Claire
Bryant,Timothy J,
Davies,Theresa Claire",31
 MINE 325 - Applied Rock Mechanics ,5246,"003-LAB
Regular",Fr 11:30AM - 1:30PM,GOODWIN LAB,"Archibald,James F",10
 MTHE 272 - Applications Numerical Methods ,4402,"002-TUT
Regular","Fr 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","JEFFERY RM155
JEFFERY RM157","Staff
Staff",76
 MTHE 332 - Introduction To Control ,4421,"002-TUT
Regular",Fr 11:30AM - 12:30PM,JEFFERY RM118,Staff,63
 MTHE 339 - Evolutionary Game Theory ,4426,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","STIRLING RM C
STIRLING RM C
STIRLING RM C","McEachern,Andrew
McEachern,Andrew
McEachern,Andrew",149
 MTHE 367 - Engineering Data Analysis ,4409,"002-TUT
Regular",Fr 11:30AM - 12:30PM,JEFFERY RM127,Staff,113
 NURS 325 - Cmplx Mental Health & Ther Pro ,4607,"001-LEC
Regular",Fr 11:30AM - 2:30PM,ELLIS RM226,"Goldie,Catherine Lindsay",39
 OT 883 - Cognitive-Neurological Dimensions of Occupation I ,5436,"002-LAB
Regular","Fr 11:30AM - 1:30PM
Th 8:30AM - 12:30PM
Th 8:30AM - 12:30PM","ACTON RM21
ACTON RM21
ELLIS RM319","Ghahari,Setareh
Ghahari,Setareh
Ghahari,Setareh",76
 PHAR 450 - Principles of General Pharmacology II ,1147,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Philbrook,Nicola Anne,
Pruss,Cynthia,
Reynolds,James N
Philbrook,Nicola Anne,
Pruss,Cynthia,
Reynolds,James N
Philbrook,Nicola Anne,
Pruss,Cynthia,
Reynolds,James N",66
 PHIL 151 - Great Works of Philosophy ,5222,"006-TUT
Regular",Fr 11:30AM - 12:30PM,ONTARIO RM207,Staff,24
 PHYS 117B - Introductory Physics ,4680,"008-LAB
Regular","Fr 11:30AM - 2:30PM
Fr 11:30AM - 2:30PM","STIRLING RM409
STIRLING RM410","Staff
Staff",68
 PHYS 372 - Thermodynamics ,4688,"002-TUT
Regular",Fr 11:30AM - 12:30PM,JEFFERY RM101,Staff,52
 PHYS 472 - Statistical Mechanics ,4689,"001-LEC
Regular","Mo 1:30PM - 2:30PM
We 12:30PM - 1:30PM
Fr 11:30AM - 12:30PM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Gooding,Robert James
Gooding,Robert James
Gooding,Robert James",13
 POLS 261 - International Politics ,5171,"012-TUT
Regular",Fr 11:30AM - 12:30PM,MACINTOSH-CORRY RM C508,"von Hlatky,Stefanie",10
 POLS 264 - World Politics in Historical Perspective ,5181,"007-TUT
Regular",Fr 11:30AM - 12:30PM,MACINTOSH-CORRY RM D405,Staff,0
 POLS 401 - Political Theory: Questions & Challenges ,5203,"001-SEM
Regular",Fr 11:30AM - 2:30PM,MACINTOSH-CORRY RM A311,"Del Maestro,Alexander Joseph Turner",20
 POLS 831 - Comparative Politics II ,5767,"001-SEM
Regular",Fr 11:30AM - 2:30PM,TBA,"Conaghan,Catherine M",3
 PSYC 203 - Research Methods in Psychology ,3357,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","ELLIS AUD
ELLIS AUD","Wilson,Daryl
Wilson,Daryl",242
 PSYC 456 - Theory of Mind ,3467,"001-LSM
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","ELLIS RM319
ELLIS RM319","Sabbagh,Mark
Sabbagh,Mark",22
 PSYC 859 - Social Relationships ,5296,"001-SEM
Regular",Fr 11:30AM - 1:30PM,HUMPHREY RM223,"Craig,Wendy M",7
 PSYC 935 - Neurotransmitters & Behaviour ,5298,"001-SEM
Regular",Fr 11:30AM - 1:30PM,HUMPHREY RM132,"Menard,Janet L",7
 RELS 237 - Religion and Film ,1032,"001-LEC
Regular",Fr 11:30AM - 2:30PM,KINES & HLTH RM101,"Goldberg,Ellen",61
 SOCY 122B - Introduction to Sociology ,1155,"001-LEC
Regular","Mo 1:30PM - 2:30PM
Fr 11:30AM - 12:30PM","ETHERINGTON AUD
ETHERINGTON AUD","Beamish,Robin B
Beamish,Robin B",230
 SOCY 225 - Sociology of Globalization ,1219,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","MACDONALD RM1
MACDONALD RM1","Singh,Sachil
Singh,Sachil",115
 SPAN 112 - Beginning Spanish II ,4298,"003-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","KINGSTON RM308
KINGSTON RM308","Thompson,Peter E
Thompson,Peter E",33
 STAT 486 - Survival Analysis ,4432,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","JEFFERY RM115
JEFFERY RM115","Chen,Bingshu,
Tu,Dongsheng
Chen,Bingshu,
Tu,Dongsheng",25
 STAT 886 - Survival Analysis ,5670,"001-LEC
Regular","We 1:00PM - 2:30PM
Fr 11:30AM - 1:00PM","JEFFERY RM115
JEFFERY RM115","Chen,Bingshu,
Tu,Dongsheng
Chen,Bingshu,
Tu,Dongsheng",25
 NURS 206 - Intro To Nsg Care Adlts ,4596,"002-LAB
Regular",Fr 12:00PM - 2:00PM,CATARAQUI  RM221 SIM LAB,"Machan,Hilary",23
 ANAT 316 - The Human Visceral Systems ,1053,"004-LAB
Regular",Fr 12:30PM - 2:30PM,MEDS RM302 - Anatomy,"Easteal,Ronald Albert",61
 BCHM 411 - Advanced Molecular Biology ,1097,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","BOTTER RM B143
BOTTER RM B143
BOTTER RM B143","Funk,Colin,
Mueller,Christopher Robert
Funk,Colin,
Mueller,Christopher Robert
Funk,Colin,
Mueller,Christopher Robert",57
 BIOL 343 - Data Analysis for Biologists ,1393,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","BIOSCI RM1120
BIOSCI RM1120
BIOSCI RM1120","Eckert,Christopher G
Eckert,Christopher G
Eckert,Christopher G",47
 BMED 811 - Advanced Molecular Biology ,5598,"001-SEM
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","BOTTER RM B143
BOTTER RM B143
BOTTER RM B143","Funk,Colin,
Mueller,Christopher Robert
Funk,Colin,
Mueller,Christopher Robert
Funk,Colin,
Mueller,Christopher Robert",57
 BMED 814B - Mammalian Physiology ,5616,"001-SEM
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Baer,Allan R,
Funk,Colin,
MacLeod,John R,
Van Vugt,Dean A
Baer,Allan R,
Funk,Colin,
MacLeod,John R,
Van Vugt,Dean A
Baer,Allan R,
Funk,Colin,
MacLeod,John R,
Van Vugt,Dean A",401
 CHEE 210 - Thermodynamic Property Of Fluids ,2272,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","STIRLING RM B
STIRLING RM B
STIRLING RM B","Hudon,Nicolas
Hudon,Nicolas
Hudon,Nicolas",133
 CHEE 331 - Design of Unit Operations ,2285,"001-LEC
Regular","We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM
Tu 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A
STIRLING RM A","Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna",126
 CHEE 332 - Design of Unit Operations ,2287,"001-LEC
Regular","We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM
Tu 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A
STIRLING RM A","Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna",126
 CHEE 333 - Design of Unit Operations ,2296,"001-LEC
Regular","We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM
Tu 11:30AM - 12:30PM
Fr 11:30AM - 12:30PM","STIRLING RM A
STIRLING RM A
STIRLING RM A
STIRLING RM A","Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna
Docoslis,Aristides,
Kontopoulou,Marianna",126
 CHEM 223 - Organic Reactions ,2684,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","WALTER LIGHT RM205
WALTER LIGHT RM205
WALTER LIGHT RM205","Petitjean,Anne Marie-Louise
Petitjean,Anne Marie-Louise
Petitjean,Anne Marie-Louise",114
 CHIN 300B - Intermediate Mandarin Chinese ,4235,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","KINGSTON RM304
KINGSTON RM304
KINGSTON RM304","Bai,Xuelin
Bai,Xuelin
Bai,Xuelin",12
 CISC 101 - Elements of Computing Science ,3480,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","JEFFERY RM127
JEFFERY RM127
JEFFERY RM127","McLeod,Alan D
McLeod,Alan D
McLeod,Alan D",125
 CISC 121 - Introduction to Computing Science I ,3514,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","DUPUIS AUD
DUPUIS AUD
DUPUIS AUD","Powley,Wendy L
Powley,Wendy L
Powley,Wendy L",202
 CISC 124 - Introduction to Computing Science II ,3484,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","BIOSCI RM1103
BIOSCI RM1103
BIOSCI RM1103","Kunz,Manuela
Kunz,Manuela
Kunz,Manuela",122
 CISC 454 - Graphics (A) ,3520,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Stewart,James A
Stewart,James A
Stewart,James A",78
 CISC 854 - Graphics (A) ,4253,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Stewart,James A
Stewart,James A
Stewart,James A",78
 CIVL 250 - Hydraulics I ,1828,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","STIRLING RM C
STIRLING RM C
STIRLING RM C","Hanachi,Houman
Hanachi,Houman
Hanachi,Houman",100
 CMPE 454 - Computer Graphics ,3542,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Stewart,James A
Stewart,James A
Stewart,James A",78
 ELEC 274 - Computer Architecture ,3557,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","KINGSTON RM201
KINGSTON RM201
KINGSTON RM201","Athersych,David
Athersych,David
Athersych,David",106
 ELEC 274 - Computer Architecture ,3558,"002-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Karamat,Tashfeen Bin
Karamat,Tashfeen Bin
Karamat,Tashfeen Bin",124
 ELEC 448 - Introduction To Robotics ,4987,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","Iqbal,Umar
Iqbal,Umar
Iqbal,Umar",53
 ENGL 100B - Introduction to Literary Study ,2000,"015-TUT
Regular",Fr 12:30PM - 1:30PM,BIOSCI RM2109,Staff,22
 ENGL 100B - Introduction to Literary Study ,2003,"018-TUT
Regular",Fr 12:30PM - 1:30PM,MACINTOSH-CORRY RM A309,Staff,25
 GEOE 235 - Gen & Char Solid Earth Mtls ,4095,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM201
MILLER RM201
MILLER RM201","Layton-Matthews,Daniel
Layton-Matthews,Daniel
Layton-Matthews,Daniel",54
 GEOE 333 - Terrain Evaluation ,4103,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM105
MILLER RM105
MILLER RM105","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",62
 GEOE 466 - Isotopes & The Environment ,5055,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Kyser,Kurtis T
Kyser,Kurtis T
Kyser,Kurtis T",14
 GEOL 235 - Igneous and Metamorphic Petrology ,4055,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM201
MILLER RM201
MILLER RM201","Layton-Matthews,Daniel
Layton-Matthews,Daniel
Layton-Matthews,Daniel",54
 GEOL 333 - Terrain Evaluation ,4062,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM105
MILLER RM105
MILLER RM105","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",62
 GEOL 466 - Isotopes and the Environment ,5076,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Kyser,Kurtis T
Kyser,Kurtis T
Kyser,Kurtis T",14
 GEOL 866 - Isotopes And The Environment ,6245,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","MILLER RM210
MILLER RM210
MILLER RM210","Kyser,Kurtis T
Kyser,Kurtis T
Kyser,Kurtis T",14
 GREK 112B - Introductory Greek ,1802,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","CHERNOFF RM213
CHERNOFF RM213
CHERNOFF RM213","Callon,Callie
Callon,Callie
Callon,Callie",22
 GREK 208B - Intermediate Greek ,1803,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","JOHN WATSON RM522
JOHN WATSON RM522
JOHN WATSON RM522","D'Elia,Anthony Francis
D'Elia,Anthony Francis
D'Elia,Anthony Francis",4
 MATH 210 - Rings and Fields ,4329,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Yui,Noriko
Yui,Noriko
Yui,Noriko",68
 MECH 323 - Machine Design I ,4442,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","CHERNOFF AUD
CHERNOFF AUD
CHERNOFF AUD","Kim,Il Yong
Kim,Il Yong
Kim,Il Yong",235
 MECH 838 - Civil Aviation & Environment ,5973,"001-SEM
Regular","We 10:30AM - 12:00PM
Fr 12:30PM - 2:00PM","MCLAUGHLIN RM306
MCLAUGHLIN RM306","Oosthuizen,Patrick
Oosthuizen,Patrick",6
 PHGY 214B - Mammalian Physiology ,1068,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","Baer,Allan R,
Funk,Colin,
MacLeod,John R,
Van Vugt,Dean A
Baer,Allan R,
Funk,Colin,
MacLeod,John R,
Van Vugt,Dean A
Baer,Allan R,
Funk,Colin,
MacLeod,John R,
Van Vugt,Dean A",401
 PHIL 151 - Great Works of Philosophy ,5223,"007-TUT
Regular",Fr 12:30PM - 1:30PM,JEFFERY RM116,Staff,21
 PHIL 153 - The State and the Citizen ,5226,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","DUNNING RM14
DUNNING RM14
DUNNING RM14","Fairfield,Paul
Fairfield,Paul
Fairfield,Paul",124
 PHYS 104B - Fundamental Physics ,4652,"001-LDI
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Martin,Ryan D
Martin,Ryan D
Martin,Ryan D",157
 PHYS 106B - General Physics ,4655,"001-LDI
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Martin,Ryan D
Martin,Ryan D
Martin,Ryan D",157
 PHYS 216 - Introduction to Astrophysics ,4660,"001-LEC
Regular","Tu 11:30AM - 12:30PM
We 1:30PM - 2:30PM
Fr 12:30PM - 1:30PM","STIRLING RM401
STIRLING RM401
STIRLING RM401","Courteau,Stephane
Courteau,Stephane
Courteau,Stephane",31
 POLS 101 - Contemporary Issues in Politics ,5156,"004-TUT
Regular",Fr 12:30PM - 1:30PM,MACINTOSH-CORRY RM C508,Staff,24
 POLS 101 - Contemporary Issues in Politics ,6215,"007-TUT
Regular",Fr 12:30PM - 1:30PM,BOTTER RM B148,Staff,8
 SOCY 122B - Introduction to Sociology ,1156,"002-LEC
Regular","Tu 11:30AM - 12:30PM
Fr 12:30PM - 1:30PM","ETHERINGTON AUD
ETHERINGTON AUD","Beamish,Robin B
Beamish,Robin B",237
 COMM 105 - Business Communications ,3698,"002-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","GOODES RM118
GOODES RM118","Garnier,Lori
Garnier,Lori",82
 COMM 112 - Intro To Management Accounting ,3615,"005-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","GOODES RM153
GOODES RM153","McConomy,David
McConomy,David",75
 COMM 317 - Auditing ,3646,"002-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","GOODES RM102
GOODES RM102","Webster,Erin Kathleen
Webster,Erin Kathleen",45
 COMM 318 - Accounting Theory ,3648,"002-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","GOODES RM 101
GOODES RM 101","Hussan,Sameera
Hussan,Sameera",22
 COMM 381 - Business Law I ,3674,"002-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","GOODES RM304
GOODES RM304","Osanic,Phil
Osanic,Phil",53
 COMM 382 - Business Law II ,3691,"002-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","GOODES RM 103
GOODES RM 103","Kissick,Peter W
Kissick,Peter W",26
 ECON 483 - Seminar In Microeconomics IV ,1963,"001-SEM
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","TBA
TBA","Hartwick,John M
Hartwick,John M",15
 ECON 817 - Adv. Macroeconomic Theory II ,5780,"001-LEC
Regular","We 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","TBA
TBA","Koeppl,Thorsten Volker
Koeppl,Thorsten Volker",8
 ENGL 290 - Seminar in Literature Interpretation ,2018,"001-SEM
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","KINGSTON RM205
KINGSTON RM205","Evans,Heather A
Evans,Heather A",25
 ENGL 466 - Topics in Modern/Contemporary Canadian Literature I ,2038,"001-SEM
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","ELLIS RM218
ELLIS RM218","Fachinger,Petra
Fachinger,Petra",25
 FREN 150B - Français intermédiaire ,2508,"005-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","MACINTOSH-CORRY RM D216
ELLIS RM333","Sackey,Donald
Sackey,Donald",38
 FREN 450 - Travaux pratiques: stylistique et traduction ,2498,"001-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","ELLIS RM319
ELLIS RM319","Reyes,Michael C
Reyes,Michael C",30
 GPHY 339 - Medical Geography ,2892,"001-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","MCLAUGHLIN RM315
MCLAUGHLIN RM315","Rosenberg,Mark Warren
Rosenberg,Mark Warren",100
 GRMN 202 - Intermediate German II ,4239,"001-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","KINGSTON RM204
KINGSTON RM204","Holzschuh Sator,Monika
Holzschuh Sator,Monika",12
 GRMN 311 - German Language and Culture through 18th- and 19th-Century Literature ,5091,"001-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","KINGSTON RM208
KINGSTON RM208","Arndt,Christiane
Arndt,Christiane",8
 HIST 124B - Canada in the World ,2766,"004-SEM
Regular",Fr 1:00PM - 2:30PM,KINGSTON RM308,"Yager,Zane",31
 HIST 244 - Selected Topics in History ,2908,"001-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","HUMPHREY AUD
HUMPHREY AUD","Cook,Vaneesa
Cook,Vaneesa",135
 KNPE 429 - Cardiovascular and Respiratory Control in Exercise ,4214,"001-LEC
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","MACINTOSH-CORRY RM D214
MACINTOSH-CORRY RM D214","Tschakovsky,Michael E
Tschakovsky,Michael E",44
 LLCU 102 - Beg Language & Culture II ,4281,"001-SEM
Regular","Tu 11:30AM - 1:00PM
Fr 1:00PM - 2:30PM","DUNNING RM10
DUNNING RM10","Brinklow,Nathan
Staff",12
 MGMT 842 - Consumer Behaviour I ,6271,"001-SEM
Regular",Fr 1:00PM - 4:00PM,TBA,"Ashworth,Laurence T A",1
 MGMT 942 - Consumer Behaviour I ,6273,"001-SEM
Regular",Fr 1:00PM - 4:00PM,TBA,"Ashworth,Laurence T A",1
 NURS 857 - Adv Health Assess And Diag II ,5720,"001-SEM
Regular","Fr 8:30AM - 11:30AM
Fr 1:00PM - 4:00PM","TBA
TBA","Wilson,Rosemary A
Wilson,Rosemary A",16
 NURS 859 - Therapeutics-Prim Hlth Care II ,5721,"001-SEM
Regular","Fr 8:30AM - 11:30AM
Fr 1:00PM - 4:00PM","TBA
TBA","Wilson,Rosemary A
Wilson,Rosemary A",9
 PROF 411B - Theory and Professional Practice (IS) ,2585,"001-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A236
DUNCAN MCARTHUR RM A236
TBA
DUNCAN MCARTHUR RM A236
DUNCAN MCARTHUR RM A236","Roy,Suparna Sona
Roy,Suparna Sona
Roy,Suparna Sona
Roy,Suparna Sona
Roy,Suparna Sona",17
 PROF 411B - Theory and Professional Practice (IS) ,2586,"002-LEC
Education","Fr 9:00AM - 10:30AM
Fr 12:45PM - 2:45PM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A339
DUNCAN MCARTHUR RM A339
TBA
DUNCAN MCARTHUR RM A339
DUNCAN MCARTHUR RM A339","Cooper,Amanda
Cooper,Amanda
Cooper,Amanda
Cooper,Amanda
Cooper,Amanda",22
 PROF 411B - Theory and Professional Practice (IS) ,2587,"003-LEC
Education","Fr 9:00AM - 10:30AM
Fr 12:45PM - 2:45PM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A227W
DUNCAN MCARTHUR RM A227W
TBA
DUNCAN MCARTHUR RM A227W
DUNCAN MCARTHUR RM A227W","Godden,Lorraine
Godden,Lorraine
Godden,Lorraine
Godden,Lorraine
Godden,Lorraine",18
 PROF 411B - Theory and Professional Practice (IS) ,2588,"004-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A334
DUNCAN MCARTHUR RM A334
TBA
DUNCAN MCARTHUR RM A334
DUNCAN MCARTHUR RM A334","Merchant,Stefan Denis
Merchant,Stefan Denis
Merchant,Stefan Denis
Merchant,Stefan Denis
Merchant,Stefan Denis",16
 PROF 411B - Theory and Professional Practice (IS) ,2589,"005-LEC
Education","Fr 9:00AM - 10:30AM
Fr 8:30AM - 10:30AM
Fr 1:00PM - 2:30PM
Fr 9:00AM - 10:30AM
Fr 9:00AM - 10:30AM","DUNCAN MCARTHUR RM A240
DUNCAN MCARTHUR RM A240
TBA
DUNCAN MCARTHUR RM A240
DUNCAN MCARTHUR RM A240","Alderson,Craig
Alderson,Craig
Alderson,Craig
Alderson,Craig
Alderson,Craig",17
