class,number,section,time,room,prof,enrollment
 CHEE 340 - Biomedical Engineering ,2307,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Fitzpatrick,Lindsay E
Fitzpatrick,Lindsay E
Fitzpatrick,Lindsay E",142
 CIVL 215 - Materials For Civil Engineers ,1820,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","JEFFERY RM128
JEFFERY RM128
JEFFERY RM128","Staff
Staff
Staff",101
 CIVL 471 - Subsurface Contamination ,1841,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","MILLER RM105
MILLER RM105
MILLER RM105","Kueper,Bernard H
Kueper,Bernard H
Kueper,Bernard H",84
 CIVL 880 - Subsurface Contamination ,1859,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","MILLER RM105
MILLER RM105
MILLER RM105","Kueper,Bernard H
Kueper,Bernard H
Kueper,Bernard H",84
 CURR 387B - Science and Technology (PJ) ,2446,"005-LEC
Education","We 9:30AM - 11:30AM
We 9:30AM - 11:30AM","DUNCAN MCARTHUR RM A334
DUNCAN MCARTHUR RM A334","Lawrence,Diane M
Lawrence,Diane M",39
 ELEC 443 - Control Systems I ,4982,"001-LEC
Regular","Mo 2:30PM - 3:30PM
We 9:30AM - 10:30AM
Th 2:30PM - 3:30PM","KINES & HLTH RM101
KINES & HLTH RM101
KINES & HLTH RM101","Rudie,Karen
Rudie,Karen
Rudie,Karen",69
 ENPH 345 - Quantum Physics Of Atoms ,4704,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Tu 2:30PM - 3:30PM","STIRLING RM B
STIRLING RM B
STIRLING RM C","Gooding,Robert James
Gooding,Robert James
Gooding,Robert James",86
 EPID 804 - Intermediate Epidemiology ,5954,"001-LEC
Regular",MoWe 9:30AM - 11:00AM,STIRLING RM412B,"King,Will D",33
 GEOE 319 - Applied Geophysics ,4119,"002-LAB
Regular",We 9:30AM - 11:30AM,BRUCE RM234A,"Braun,Alexander",23
 GEOL 104 - The Dynamic Earth ,4072,"006-LAB
Regular",We 9:30AM - 11:30AM,MILLER RM225,"Layton-Matthews,Daniel",22
 GEOL 319 - Applied Geophysics ,4074,"002-LAB
Regular",We 9:30AM - 11:30AM,BRUCE RM234A,"Braun,Alexander",23
 LAW 151 - Constitutional Law ,1438,"001-LEC
Law","We 9:30AM - 11:30AM
Fr 9:30AM - 11:30AM","MACDONALD RM3
MACDONALD RM202","Weinrib,Jacob
Weinrib,Jacob",52
 LAW 508 - Taxation ,1484,"001-LEC
Law","Mo 9:30AM - 11:30AM
We 9:30AM - 11:30AM","MACDONALD RM1
MACDONALD RM1","Lahey,Kathleen Ann
Lahey,Kathleen Ann",80
 LAW 520 - Family Law ,1486,"001-LEC
Law","Mo 9:30AM - 11:30AM
We 9:30AM - 11:30AM","DUNNING RM12
DUNNING RM12","Maur,Mary Jo
Maur,Mary Jo",49
 LAW 808 - Taxation ,2309,"001-LEC
Law","Mo 9:30AM - 11:30AM
We 9:30AM - 11:30AM","MACDONALD RM1
MACDONALD RM1","Lahey,Kathleen Ann
Lahey,Kathleen Ann",80
 MATH 126B - Differential and Integral Calculus ,4326,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Thatte,Vaidehee Madhav
Thatte,Vaidehee Madhav
Thatte,Vaidehee Madhav",212
 MATH 126B - Differential and Integral Calculus ,6138,"004-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","JEFFERY RM234
JEFFERY RM234
JEFFERY RM234","Gu,Yinzheng
Gu,Yinzheng
Gu,Yinzheng",39
 MATH 413 - Introduction to Algebraic Geometry ,5137,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","JEFFERY RM115
JEFFERY RM115
JEFFERY RM115","Roth,Mike A
Roth,Mike A
Roth,Mike A",17
 MATH 813 - Introduction to Algebraic Geometry ,5650,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","JEFFERY RM115
JEFFERY RM115
JEFFERY RM115","Roth,Mike A
Roth,Mike A
Roth,Mike A",17
 MECH 241 - Fluid Mechanics I ,4440,"002-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","STIRLING RM A
STIRLING RM A
STIRLING RM A","Matovic,Miodrag Darko,
Wong,Jaime
Matovic,Miodrag Darko,
Wong,Jaime
Matovic,Miodrag Darko,
Wong,Jaime",119
 MECH 323 - Machine Design I ,4446,"005-LAB
Regular",We 9:30AM - 11:30AM,BEAMISH-MUNRO RM109,"Kim,Il Yong",61
 MECH 399 - Mechanical Eng Lab II ,4465,"003-LAB
Regular",We 9:30AM - 11:30AM,JACKSN RM 301,Staff,39
 MECH 924 - Finite Element Analysis ,5985,"001-LEC
Regular","We 9:30AM - 11:30AM
Tu 2:30PM - 4:30PM","TBA
TBA","Kim,Il Yong
Kim,Il Yong",5
 MINE 267 - Applied Chemistry for Mining ,5240,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","GOODWIN RM247
GOODWIN RM247
GOODWIN RM247","Pickles,Christopher A
Pickles,Christopher A
Pickles,Christopher A",26
 MINE 445 - Open Pit Mine Design ,5257,"001-LEC
Regular",We 9:30AM - 10:30AM,GOODWIN RM254,"Ortiz Cabrera,Julian Maximiliano",31
 MUSC 293 - Theory and Analysis IIB ,4573,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Lind,Stephanie
Lind,Stephanie
Lind,Stephanie",44
 NSCI 414 - Progress in Neuroanatomy and Neuropharmacology ,1138,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","BIOSCI RM1103
BIOSCI RM1103
BIOSCI RM1103","Kawaja,Michael D,
Normandeau,Catherine,
Reynolds,James N
Kawaja,Michael D,
Normandeau,Catherine,
Reynolds,James N
Kawaja,Michael D,
Normandeau,Catherine,
Reynolds,James N",96
 OT 884 - Psychosocial Dimensions of Occupation II ,5437,"001-LEC
Regular","We 9:30AM - 11:30AM
We 8:30AM - 10:30AM","DUPUIS RM217
DUPUIS RM217","Staff
Staff",76
 PHIL 111B - Great Works of Philosophy ,4625,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","MILLER RM201
MILLER RM201
MILLER RM201","Sismondo,Sergio
Sismondo,Sergio
Sismondo,Sergio",90
" PHYS 345 - Quantum Physics of Atoms, Nuclei and Particles ",4666,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Tu 2:30PM - 3:30PM","STIRLING RM B
STIRLING RM B
STIRLING RM C","Gooding,Robert James
Gooding,Robert James
Gooding,Robert James",86
 POLS 110B - Introduction to Politics and Government ,4750,"020-TUT
Regular",We 9:30AM - 10:30AM,MACINTOSH-CORRY RM D326,Staff,22
 POLS 110B - Introduction to Politics and Government ,4752,"023-TUT
Regular",We 9:30AM - 10:30AM,MACINTOSH-CORRY RM C508,Staff,16
 POLS 261 - International Politics ,5160,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","BIOSCI AUD
BIOSCI AUD
BIOSCI AUD","von Hlatky,Stefanie
von Hlatky,Stefanie
von Hlatky,Stefanie",281
 POLS 264 - World Politics in Historical Perspective ,5175,"001-LEC
Regular","Mo 10:30AM - 11:30AM
We 9:30AM - 10:30AM
Fr 8:30AM - 9:30AM","DUPUIS AUD
DUPUIS AUD
DUPUIS AUD","Nossal,Kim Richard
Nossal,Kim Richard
Nossal,Kim Richard",89
 PSYC 100B - Principles of Psychology ,3401,"024-LAB
Regular",We 9:30AM - 10:30AM,HUMPHREY RM131,Staff,30
 PSYC 100B - Principles of Psychology ,3430,"053-LAB
Regular",We 9:30AM - 10:30AM,HUMPHREY RM132,Staff,25
 PSYC 945 - Spec. Topics In Social Psyc. I ,5300,"001-SEM
Regular",We 9:30AM - 11:30AM,WALTER LIGHT RM212,"MacDonald,Tara K",8
 SOCY 122B - Introduction to Sociology ,1180,"026-TUT
Regular",We 9:30AM - 10:30AM,KINGSTON RM210,Staff,12
 SOCY 122B - Introduction to Sociology ,1181,"027-TUT
Regular",We 9:30AM - 10:30AM,KINGSTON RM209,Staff,18
 SOCY 227 - Theorizing Contemporary Society ,1188,"005-TUT
Regular",We 9:30AM - 10:30AM,BIOSCI RM2111,Staff,22
 APSC 142 - Intro Computer Program Engrs ,3824,"208-STD
Regular",We 10:00AM - 11:30AM,BEAMISH-MUNRO RM213,Staff,70
 APSC 142 - Intro Computer Program Engrs ,3909,"218-STD
Regular",We 10:00AM - 11:30AM,BEAMISH-MUNRO RM213,Staff,70
 BIOL 103 - Introductory Biology of Organisms ,1348,"024-LAB
Regular","We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",20
 BIOL 103 - Introductory Biology of Organisms ,1349,"025-LAB
Regular","We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",20
 BIOL 103 - Introductory Biology of Organisms ,1350,"026-LAB
Regular","We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM","BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319
BIOSCI RM2319","Staff
Staff
Staff
Staff
Staff
Staff",18
 BIOL 103 - Introductory Biology of Organisms ,1351,"027-LAB
Regular","We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",14
 BIOL 103 - Introductory Biology of Organisms ,5882,"090-LAB
Regular","We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM
We 10:00AM - 11:30AM","BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320
BIOSCI RM2320","Staff
Staff
Staff
Staff
Staff
Staff",14
 CLST 201 - Roman History ,1790,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","ETHERINGTON AUD
ETHERINGTON AUD","Kavanagh,Bernard J
Kavanagh,Bernard J",180
 COMM 104 - Business Ethics And C S R ,3608,"002-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","GOODES RM153
GOODES RM153","Friesen,Constance
Friesen,Constance",78
 COMM 131 - Introduction To Marketing ,3621,"002-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","GOODES RM151
GOODES RM151","Robitaille,Nicole
Robitaille,Nicole",73
 COMM 151 - Organizational Behaviour ,3628,"004-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","GOODES RM118
GOODES RM118","Miners,Christopher
Miners,Christopher",82
 COMM 414 - Management Control ,3719,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","GOODES RM 101
GOODES RM 101","McConomy,David
McConomy,David",32
 COMM 495 - Project Management ,3661,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","GOODES RM102
GOODES RM102","Staples,Sandy D
Staples,Sandy D",26
 DRAM 237 - Elementary Acting I - The Actor's Instrument ,2401,"003-LAB
Regular",We 10:00AM - 11:30AM,THEOLOGICAL ROT,"Wanless,Gregory",20
 DRAM 242 - Introduction To Theatre Production ,2384,"003-LAB
Regular",We 10:00AM - 11:30AM,THEOLOGICAL RM115,"Redish,Adair",16
 ECON 110B - Principles of Economics ,1979,"004-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","CHERNOFF AUD
CHERNOFF AUD","Barber,Michael Fredrick
Barber,Michael Fredrick",210
 ECON 815 - Macroeconomic Theory ,5779,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","TBA
TBA","Koeppl,Thorsten Volker
Koeppl,Thorsten Volker",31
 ENGL 476 - Topics in Postcolonial Literature I ,2041,"001-SEM
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","MACINTOSH-CORRY RM D211
MACINTOSH-CORRY RM D211","Bongie,Chris
Bongie,Chris",10
 ENGL 874 - Topics in Canadian Literature IV ,6114,"001-SEM
Regular",We 10:00AM - 12:30PM,JOHN WATSON RM406,"Ware,Tracy",8
 FREN 219 - Communication et Culture IV ,2495,"001-SEM
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM
We 10:00AM - 11:30AM","KINGSTON RM304
KINGSTON RM304
KINGSTON RM205","Hoegy,Florine Marie-Laure
Hoegy,Florine Marie-Laure
Hoegy,Florine Marie-Laure",24
 FREN 320 - Communication et culture V ,2497,"001-LEC
Regular","Mo 11:30AM - 1:00PM
Th 1:00PM - 2:30PM
We 10:00AM - 11:30AM","KINGSTON RM208
KINGSTON RM208
KINGSTON RM308","Fiore,Francesca
Fiore,Francesca
Fiore,Francesca",29
 GPHY 250 - The Geography of Canada ,2912,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","CHERNOFF RM117
CHERNOFF RM117","Letourneau,Marcus Reginald
Letourneau,Marcus Reginald",94
 HIST 121B - Intellectual Origins of the Contemporary West ,2754,"001-LEC
Regular",We 10:00AM - 11:30AM,HUMPHREY AUD,"Carlson,Laura",119
 HIST 263 - War in Twentieth Century: Myths and Reality ,2910,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM
Fr 8:30AM - 10:00AM","KINES & HLTH RM100
ELLIS RM321
ELLIS RM333","Cookson-Hills,Claire
Cookson-Hills,Claire
Cookson-Hills,Claire",117
 LAW 190B - Torts ,1530,"001-LEC
Law",WeFr 10:00AM - 11:30AM,MACDONALD RM201,"Pratt,Michael G",52
 LAW 192B - Torts ,1542,"001-SEM
Law","Mo 10:00AM - 11:30AM
We 10:00AM - 11:30AM","MACDONALD RM400
MACDONALD RM211","Knutsen,Erik S
Knutsen,Erik S",26
 LAW 193B - Torts ,1741,"001-LEC
Law","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","MACDONALD RM202
MACDONALD RM201","Hanson,Lynne P
Hanson,Lynne P",54
 LLCU 333 - Acting Out: Sexual and Gender Subversion in Baroque Theatre ,5115,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","KINGSTON RM304
KINGSTON RM304","Thompson,Peter E
Thompson,Peter E",9
 MGMT 802 - Qualitative Research Method Design ,5998,"001-SEM
Regular",We 10:00AM - 1:00PM,TBA,"Malsch,Bertrand",12
 MGMT 804 - Survey Research Method Design ,5999,"001-SEM
Regular",MoWe 10:00AM - 11:30AM,TBA,"Webster,Jane E",13
 MUSC 338 - Music in Senior High School ,5118,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","HARRISON-LECAINE RM120
HARRISON-LECAINE RM120","Runions,Gregory
Runions,Gregory",18
 PHIL 257B - Ethics ,4628,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","MACINTOSH-CORRY RM B201
MACINTOSH-CORRY RM B201","Sypnowich,Christine
Sypnowich,Christine",94
 PSYC 355 - Comparative Cognition: Cognitive Origins Laboratory ,5289,"001-LEC
Regular",We 10:00AM - 11:30AM,ELLIS RM327,"Kuhlmeier,Valerie Ann",50
 SPAN 333 - Acting Out: Sexual and Gender Subversion in Baroque Theatre ,5125,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","KINGSTON RM304
KINGSTON RM304","Thompson,Peter E
Thompson,Peter E",9
 STAT 499 - Topics in Statistics ,4434,"001-REA
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","JEFFERY RM422
JEFFERY RM422","Takahara,Glen
Takahara,Glen",9
 STAT 963 - Topics In Statistics ,6481,"001-LEC
Regular","We 10:00AM - 11:30AM
Fr 8:30AM - 10:00AM","JEFFERY RM422
JEFFERY RM422","Takahara,Glen
Takahara,Glen",9
 APSC 111 - Mechanics ,5399,"901-TUT
6 wk Win","We 10:30AM - 11:30AM
Th 10:30AM - 11:30AM","JEFFERY RM128
JEFFERY RM126","Narayanan,Sowmya K
Narayanan,Sowmya K",46
 APSC 112 - Electricity And Magnetism ,5405,"901-TUT
12 wk Win","We 10:30AM - 11:30AM
We 10:30AM - 11:30AM
Th 4:30PM - 5:30PM","JEFFERY RM128
STIRLING RM A
STIRLING RM A","Narayanan,Sowmya K
Narayanan,Sowmya K
Narayanan,Sowmya K",56
 APSC 132 - Chemistry and its Applications ,3808,"100-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","ELLIS AUD
ELLIS AUD
ELLIS AUD","Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William
Mombourquette,Michael J,
Newstead,William",209
 BCHM 313 - Physical Biochemistry ,1094,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","WALTER LIGHT RM210
WALTER LIGHT RM210
WALTER LIGHT RM210","Campbell,Robert L,
Craig,Andrew William,
Smith,Steven Philip
Campbell,Robert L,
Craig,Andrew William,
Smith,Steven Philip
Campbell,Robert L,
Craig,Andrew William,
Smith,Steven Philip",67
 BIOL 431 - Cellular Basis of Adaptation ,1772,"002-TUT
Regular",We 10:30AM - 11:30AM,HUMPHREY RM223,"Young,Paul G",7
 BMED 853 - Cellular and Molecular Cardiovascular Sciences ,5609,"001-SEM
Regular","Mo 4:30PM - 5:30PM
We 10:30AM - 12:30PM","BOTTER RM B147
BOTTER RM B147","Maurice,Donald H
Maurice,Donald H",26
 CHEE 223 - Fluid Mechanics ,2280,"002-TUT
Regular",We 10:30AM - 11:30AM,STIRLING RM C,"Escobedo,Carlos",123
 CHEE 323 - Industrial Catalysis ,2299,"002-TUT
Regular",We 10:30AM - 11:30AM,DUPUIS RM215,"Hutchinson,Robin A",77
 CHEM 321 - Instrumental Chemical Analysis ,2694,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Oleschuk,Richard
Oleschuk,Richard
Oleschuk,Richard",55
 CISC P81 - Computers: Applications and Implications ,4247,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM
Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM155
JEFFERY RM155
JEFFERY RM155
JEFFERY RM157
JEFFERY RM157
JEFFERY RM157","Linley,Richard T
Linley,Richard T
Linley,Richard T
Linley,Richard T
Linley,Richard T
Linley,Richard T",98
 CISC 223 - Software Specifications ,3488,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Salomaa,Kai T
Salomaa,Kai T
Salomaa,Kai T",228
 CMPE 223 - Software Specifications ,3532,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING AUD
STIRLING AUD
STIRLING AUD","Salomaa,Kai T
Salomaa,Kai T
Salomaa,Kai T",228
 CRSS 456 - Molecular and Cellular Basis of Cardiovascular Disease ,1152,"001-LEC
Regular","Mo 4:30PM - 5:30PM
We 10:30AM - 12:30PM","BOTTER RM B147
BOTTER RM B147","Maurice,Donald H
Maurice,Donald H",26
" DEVS 100B - Canada and the ""Third World"" ",1907,"002-TUT
Regular",We 10:30AM - 11:30AM,ELLIS RM319,Staff,25
 ELEC 210 - Intro Elec Circuits & Machines ,3543,"001-LEC
Regular","Mo 2:30PM - 3:30PM
We 10:30AM - 11:30AM
Fr 1:30PM - 2:30PM","STIRLING RM B
STIRLING RM B
STIRLING RM B","Bakhshai,Alireza
Bakhshai,Alireza
Bakhshai,Alireza",122
 ELEC 210 - Intro Elec Circuits & Machines ,3544,"002-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","KINGSTON RM101
KINGSTON RM101
KINGSTON RM101","Iqbal,Umar
Iqbal,Umar
Iqbal,Umar",115
 ENCH 321 - Instrumental Chemical Analysis ,2729,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412A
STIRLING RM412A
STIRLING RM412A","Oleschuk,Richard
Oleschuk,Richard
Oleschuk,Richard",55
 ENPH 213 - Computational Eng. Physics ,4712,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM","BIOSCI RM1103
BIOSCI RM1103","Robbie,Kevin J
Robbie,Kevin J",70
 ENPH 495 - Intro To Medical Physics ,5281,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L",49
 GEOE 464 - Visualization in Geosciences ,4117,"001-LEC
Regular","Th 1:30PM - 2:30PM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","MILLER RM322
MILLER RM210
MILLER RM322","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",6
 GEOL 464 - Visualization in the Geosciences ,4079,"001-LEC
Regular","Th 1:30PM - 2:30PM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","MILLER RM322
MILLER RM210
MILLER RM322","Harrap,Rob M
Harrap,Rob M
Harrap,Rob M",6
 GPHY 102 - Earth System Science ,2878,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","DUNNING AUD
DUNNING AUD
DUNNING AUD","Danby,Ryan,
Lamoureux,Scott
Danby,Ryan,
Lamoureux,Scott
Danby,Ryan,
Lamoureux,Scott",254
 KNPE 167 - Socio-Cult Dimensions of Sport and Physical Activity ,4191,"006-TUT
Regular",We 10:30AM - 11:30AM,KINES & HLTH RM106,Staff,30
 KNPE 429 - Cardiovascular and Respiratory Control in Exercise ,5058,"004-TUT
Regular",We 10:30AM - 11:30AM,KINES & HLTH RM103,"Tschakovsky,Michael E",15
 MATH 212 - Linear Algebra ll ,4393,"003-TUT
Regular",We 10:30AM - 11:30AM,JEFFERY RM101,Staff,53
 MECH 420 - Vibrations ,4470,"001-LEC
Regular","Mo 2:30PM - 3:30PM
Th 3:30PM - 4:30PM
We 10:30AM - 11:30AM","MCLAUGHLIN RM315
MCLAUGHLIN RM315
MCLAUGHLIN RM315","Anderson,Ronald James
Anderson,Ronald James
Anderson,Ronald James",68
 MECH 838 - Civil Aviation & Environment ,5973,"001-SEM
Regular","We 10:30AM - 12:00PM
Fr 12:30PM - 2:00PM","MCLAUGHLIN RM306
MCLAUGHLIN RM306","Oosthuizen,Patrick
Oosthuizen,Patrick",6
 MINE 330 - Mineral Industry Economics ,5255,"001-LEC
Regular","Tu 2:30PM - 3:30PM
Fr 3:30PM - 4:30PM
We 10:30AM - 11:30AM","GOODWIN RM254
GOODWIN RM254
GOODWIN RM254","Ghahreman,Ahmad
Ghahreman,Ahmad
Ghahreman,Ahmad",29
 MTHE 212 - Linear Algebra ,5142,"003-TUT
Regular",We 10:30AM - 11:30AM,JEFFERY RM101,Staff,53
 MTHE 353 - Probability II ,4414,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","JEFFERY RM126
JEFFERY RM126
JEFFERY RM126","Linder,Tamas
Linder,Tamas
Linder,Tamas",54
 MUSC 191B - Theory and Analysis I ,4524,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","HARRISON-LECAINE RM124
HARRISON-LECAINE RM124
HARRISON-LECAINE RM124","Burge,John David Bryson
Burge,John David Bryson
Burge,John David Bryson",42
 NURS 405 - Prac In Comm Hlth Promotion ,4614,"001-CLN
Regular","Tu 8:30AM - 4:30PM
We 10:30AM - 4:30PM","TBA
TBA","Davis,Allyson
Tregunno,Deborah",43
 PHIL 115B - Fundamental Questions ,4626,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM","STIRLING RM A
STIRLING RM A","Davies,Jacqueline M
Davies,Jacqueline M",127
 PHYS 495 - Introduction to Medical Physics ,5276,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","STIRLING RM412C
STIRLING RM412C
STIRLING RM412C","Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L
Salomons,Greg,
Schreiner,John L",49
 POLS 101 - Contemporary Issues in Politics ,5153,"001-LEC
Regular","Tu 8:30AM - 9:30AM
We 10:30AM - 11:30AM
Fr 9:30AM - 10:30AM","DUPUIS AUD
DUPUIS AUD
DUPUIS AUD","Rose,Jonathan W
Rose,Jonathan W
Rose,Jonathan W",113
 POLS 110B - Introduction to Politics and Government ,4751,"021-TUT
Regular",We 10:30AM - 11:30AM,MACINTOSH-CORRY RM A309,Staff,19
 POLS 261 - International Politics ,5172,"013-TUT
Regular",We 10:30AM - 11:30AM,MACINTOSH-CORRY RM D326,"von Hlatky,Stefanie",25
 POLS 262 - International Political Economy ,4785,"004-TUT
Regular",We 10:30AM - 11:30AM,MACINTOSH-CORRY RM C508,Staff,24
 PSYC 100B - Principles of Psychology ,3356,"002-LEC
Regular",We 10:30AM - 11:30AM,BIOSCI AUD,"Atkinson,Jill L,
Pukall,Caroline Frieda",447
 PSYC 100B - Principles of Psychology ,3402,"025-LAB
Regular",We 10:30AM - 11:30AM,HUMPHREY RM131,Staff,28
 PSYC 100B - Principles of Psychology ,3431,"054-LAB
Regular",We 10:30AM - 11:30AM,HUMPHREY RM132,Staff,23
